Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
NOV,80644,2949076.5,Mississippi,0.0273,Overall,"2023-24, Mississippi: Overall",All
NOV,80794,305994,Idaho,0.264,65+ years,"2023-24, Idaho: 65+ years",Adult
NOV,81254,1268024,Minnesota,0.0641,6 months to 17 years,"2023-24, Minnesota: 6 months to 17 years",Child
NOV,82373,3079500,Arizona,0.0267,18-49 years,"2023-24, Arizona: 18-49 years",Adult
NOV,83243,4619939,Georgia,0.018,18-49 years,"2023-24, Georgia: 18-49 years",Adult
NOV,85052,1335281,Tennessee,0.0637,50-64 years,"2023-24, Tennessee: 50-64 years",Adult
NOV,85229,2794631,Indiana,0.0305,18-49 years,"2023-24, Indiana: 18-49 years",Adult
NOV,86070,1433821,Connecticut,0.06,18-49 years,"2023-24, Connecticut: 18-49 years",Adult
NOV,90049,850894,Montana,0.1058,18+ years,"2023-24, Montana: 18+ years",Adult
NOV,91938,6021010.5,Maryland,0.0153,Overall,"2023-24, Maryland: Overall",All
NOV,94263,1428520,West Virginia,0.066,18+ years,"2023-24, West Virginia: 18+ years",Adult
NOV,94602,2499695,Missouri,0.0378,18-49 years,"2023-24, Missouri: 18-49 years",Adult
NOV,94660,510181,Vermont,0.1855,18+ years,"2023-24, Vermont: 18+ years",Adult
NOV,95422,1074894.5,Montana,0.0888,Overall,"2023-24, Montana: Overall",All
NOV,95750,2707942,Illinois,0.0354,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years",Child
NOV,96247,1776063.5,West Virginia,0.0542,Overall,"2023-24, West Virginia: Overall",All
NOV,99179,2522821,California,0.0393,13-17 years,"2023-24, California: 13-17 years",Child
NOV,99546,1321503,Arizona,0.0753,50-64 years,"2023-24, Arizona: 50-64 years",Adult
NOV,99812,536306,Arkansas,0.1861,65+ years,"2023-24, Arkansas: 65+ years",Adult
NOV,102384,2015461,Georgia,0.0508,50-64 years,"2023-24, Georgia: 50-64 years",Adult
NOV,103292,1622553.5,Washington,0.0637,6 months to 17 years,"2023-24, Washington: 6 months to 17 years",Child
NOV,105125,758237,Connecticut,0.1386,50-64 years,"2023-24, Connecticut: 50-64 years",Adult
NOV,105887,293776,Maine,0.3604,65+ years,"2023-24, Maine: 65+ years",Adult
NOV,106178,620682,Vermont,0.1711,Overall,"2023-24, Vermont: Overall",All
NOV,106543,1239735,Philadelphia,0.0859,18+ years,"2023-24, Philadelphia: 18+ years",Adult
NOV,106622,1278598,Indiana,0.0834,50-64 years,"2023-24, Indiana: 50-64 years",Adult
NOV,110691,782153,Delaware,0.1415,18+ years,"2023-24, Delaware: 18+ years",Adult
NOV,110744,1190710,Missouri,0.093,50-64 years,"2023-24, Missouri: 50-64 years",Adult
NOV,111352,1498072,New York City,0.0743,50-64 years,"2023-24, New York City: 50-64 years",Adult
NOV,114156,1568273.5,Philadelphia,0.0728,Overall,"2023-24, Philadelphia: Overall",All
NOV,114289,519316,Nevada,0.2201,65+ years,"2023-24, Nevada: 65+ years",Adult
NOV,114686,874244,Alabama,0.1312,65+ years,"2023-24, Alabama: 65+ years",Adult
NOV,115146,981560.5,Delaware,0.1173,Overall,"2023-24, Delaware: Overall",All
NOV,117082,381593,Utah,0.3068,65+ years,"2023-24, Utah: 65+ years",Adult
NOV,117875,7246622.5,Texas,0.0163,6 months to 17 years,"2023-24, Texas: 6 months to 17 years",Child
NOV,122810,389911,New Mexico,0.315,65+ years,"2023-24, New Mexico: 65+ years",Adult
NOV,124123,653159,Oklahoma,0.19,65+ years,"2023-24, Oklahoma: 65+ years",Adult
NOV,124236,784957,Oregon,0.1583,50-64 years,"2023-24, Oregon: 50-64 years",Adult
NOV,124558,3564038,Louisiana,0.0349,18+ years,"2023-24, Louisiana: 18+ years",Adult
NOV,127725,1111188,Hawaii,0.1149,18+ years,"2023-24, Hawaii: 18+ years",Adult
NOV,128156,4616751,Louisiana,0.0278,Overall,"2023-24, Louisiana: Overall",All
NOV,134471,1398884,Hawaii,0.0961,Overall,"2023-24, Hawaii: Overall",All
NOV,134897,1375870,Idaho,0.098,18+ years,"2023-24, Idaho: 18+ years",Adult
NOV,141268,1816139.5,Idaho,0.0778,Overall,"2023-24, Idaho: Overall",All
NOV,141544,2341888,Wisconsin,0.0604,18-49 years,"2023-24, Wisconsin: 18-49 years",Adult
NOV,150411,1184308,Wisconsin,0.127,50-64 years,"2023-24, Wisconsin: 50-64 years",Adult
NOV,152977,1806245,Oregon,0.0847,18-49 years,"2023-24, Oregon: 18-49 years",Adult
NOV,154333,4423448,North Carolina,0.0349,18-49 years,"2023-24, North Carolina: 18-49 years",Adult
NOV,157617,2330808,Arkansas,0.0676,18+ years,"2023-24, Arkansas: 18+ years",Adult
NOV,158105,8532850,Florida,0.0185,18-49 years,"2023-24, Florida: 18-49 years",Adult
NOV,158180,3608589,New Jersey,0.0438,18-49 years,"2023-24, New Jersey: 18-49 years",Adult
NOV,162423,3012504.5,Arkansas,0.0539,Overall,"2023-24, Arkansas: Overall",All
NOV,166749,770835,Kentucky,0.2163,65+ years,"2023-24, Kentucky: 65+ years",Adult
NOV,170696,1829219,New Jersey,0.0933,50-64 years,"2023-24, New Jersey: 50-64 years",Adult
NOV,170894,1053369,Colorado,0.1622,50-64 years,"2023-24, Colorado: 50-64 years",Adult
NOV,174988,4391080,New York (excluding New York City),0.0399,18-49 years,"2023-24, New York (excluding New York City): 18-49 years",Adult
NOV,178017,1344005,Maine,0.1325,Overall,"2023-24, Maine: Overall",All
NOV,183422,3834249,Alabama,0.0478,18+ years,"2023-24, Alabama: 18+ years",Adult
NOV,185380,2056433,North Carolina,0.0901,50-64 years,"2023-24, North Carolina: 50-64 years",Adult
NOV,186118,4006528,Michigan,0.0465,18-49 years,"2023-24, Michigan: 18-49 years",Adult
NOV,187194,1091861,Minnesota,0.1714,50-64 years,"2023-24, Minnesota: 50-64 years",Adult
NOV,187952,4893409,Alabama,0.0384,Overall,"2023-24, Alabama: Overall",All
NOV,187961,4712462,Ohio,0.0399,18-49 years,"2023-24, Ohio: 18-49 years",Adult
NOV,190734,1101973,Maine,0.1731,18+ years,"2023-24, Maine: 18+ years",Adult
NOV,192569,566136,Iowa,0.3401,65+ years,"2023-24, Iowa: 65+ years",Adult
NOV,194234,3752487,New York City,0.0518,18-49 years,"2023-24, New York City: 18-49 years",Adult
NOV,197958,1308751,New York City,0.1513,65+ years,"2023-24, New York City: 65+ years",Adult
NOV,202570,3027263,Oklahoma,0.0669,18+ years,"2023-24, Oklahoma: 18+ years",Adult
NOV,202879,4366564,Pennsylvania (excluding Philadelphia County),0.0465,18-49 years,"2023-24, Pennsylvania (excluding Philadelphia County): 18-49 years",Adult
NOV,204023,2627928,Colorado,0.0776,18-49 years,"2023-24, Colorado: 18-49 years",Adult
NOV,204808,2440679,Nevada,0.0839,18+ years,"2023-24, Nevada: 18+ years",Adult
NOV,206030,2315421,Minnesota,0.089,18-49 years,"2023-24, Minnesota: 18-49 years",Adult
NOV,210016,2020773,Michigan,0.1039,50-64 years,"2023-24, Michigan: 50-64 years",Adult
NOV,210349,3956445.5,Oklahoma,0.0532,Overall,"2023-24, Oklahoma: Overall",All
NOV,212482,3120407,Nevada,0.0681,Overall,"2023-24, Nevada: Overall",All
NOV,213586,1180543,Tennessee,0.1809,65+ years,"2023-24, Tennessee: 65+ years",Adult
NOV,216089,1574667,Georgia,0.1372,65+ years,"2023-24, Georgia: 65+ years",Adult
NOV,217099,5025173,Texas,0.0432,50-64 years,"2023-24, Texas: 50-64 years",Adult
NOV,222289,2314476,Ohio,0.096,50-64 years,"2023-24, Ohio: 50-64 years",Adult
NOV,225023,1633828,New Mexico,0.1377,18+ years,"2023-24, New Mexico: 18+ years",Adult
NOV,227788,645996,Connecticut,0.3526,65+ years,"2023-24, Connecticut: 65+ years",Adult
NOV,228771,13026771,Texas,0.0176,18-49 years,"2023-24, Texas: 18-49 years",Adult
NOV,233816,2337214,New York (excluding New York City),0.1,50-64 years,"2023-24, New York (excluding New York City): 50-64 years",Adult
NOV,235476,1415568,Washington,0.1663,50-64 years,"2023-24, Washington: 50-64 years",Adult
NOV,239488,2095031,New Mexico,0.1143,Overall,"2023-24, New Mexico: Overall",All
NOV,247014,2335478,Pennsylvania (excluding Philadelphia County),0.1058,50-64 years,"2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years",Adult
NOV,250005,4311636,Florida,0.058,50-64 years,"2023-24, Florida: 50-64 years",Adult
NOV,251584,2320603,Utah,0.1084,18+ years,"2023-24, Utah: 18+ years",Adult
NOV,265922,1373975,Arizona,0.1935,65+ years,"2023-24, Arizona: 65+ years",Adult
NOV,276635,3226163.5,Utah,0.0857,Overall,"2023-24, Utah: Overall",All
NOV,281451,1115285,Indiana,0.2524,65+ years,"2023-24, Indiana: 65+ years",Adult
NOV,284170,1089714,Missouri,0.2608,65+ years,"2023-24, Missouri: 65+ years",Adult
NOV,286206,3475334,Kentucky,0.0824,18+ years,"2023-24, Kentucky: 18+ years",Adult
NOV,291536,8567802,California,0.034,6 months to 17 years,"2023-24, California: 6 months to 17 years",Child
NOV,295322,2427133,Illinois,0.1217,50-64 years,"2023-24, Illinois: 50-64 years",Adult
NOV,295493,3364376,Washington,0.0878,18-49 years,"2023-24, Washington: 18-49 years",Adult
NOV,296764,789527,Oregon,0.3759,65+ years,"2023-24, Oregon: 65+ years",Adult
NOV,299630,4450995.5,Kentucky,0.0673,Overall,"2023-24, Kentucky: Overall",All
NOV,316312,5293195,Illinois,0.0598,18-49 years,"2023-24, Illinois: 18-49 years",Adult
NOV,320380,2438002,Iowa,0.1314,18+ years,"2023-24, Iowa: 18+ years",Adult
NOV,340130,3145074,Iowa,0.1081,Overall,"2023-24, Iowa: Overall",All
NOV,364877,6846888.5,Tennessee,0.0533,Overall,"2023-24, Tennessee: Overall",All
NOV,371329,1510028,New Jersey,0.2459,65+ years,"2023-24, New Jersey: 65+ years",Adult
NOV,381401,5373433,Tennessee,0.071,18+ years,"2023-24, Tennessee: 18+ years",Adult
NOV,385947,1047935,Wisconsin,0.3683,65+ years,"2023-24, Wisconsin: 65+ years",Adult
NOV,399188,948841,Minnesota,0.4207,65+ years,"2023-24, Minnesota: 65+ years",Adult
NOV,401716,8210067,Georgia,0.0489,18+ years,"2023-24, Georgia: 18+ years",Adult
NOV,413140,1814542,North Carolina,0.2277,65+ years,"2023-24, North Carolina: 65+ years",Adult
NOV,418733,10647521,Georgia,0.0393,Overall,"2023-24, Georgia: Overall",All
NOV,418983,2838054,Connecticut,0.1476,18+ years,"2023-24, Connecticut: 18+ years",Adult
NOV,435837,3873683,Texas,0.1125,65+ years,"2023-24, Texas: 65+ years",Adult
NOV,441643,876387,Colorado,0.5039,65+ years,"2023-24, Colorado: 65+ years",Adult
NOV,443106,3539890,Connecticut,0.1252,Overall,"2023-24, Connecticut: Overall",All
NOV,447841,5774978,Arizona,0.0775,18+ years,"2023-24, Arizona: 18+ years",Adult
NOV,471099,1247874,Washington,0.3775,65+ years,"2023-24, Washington: 65+ years",Adult
NOV,473302,5188514,Indiana,0.0912,18+ years,"2023-24, Indiana: 18+ years",Adult
NOV,479220,7380696.5,Arizona,0.0649,Overall,"2023-24, Arizona: Overall",All
NOV,489516,4780119,Missouri,0.1024,18+ years,"2023-24, Missouri: 18+ years",Adult
NOV,498944,6714728,Indiana,0.0743,Overall,"2023-24, Indiana: Overall",All
NOV,503548,6559310,New York City,0.0768,18+ years,"2023-24, New York City: 18+ years",Adult
NOV,517701,6115723.5,Missouri,0.0847,Overall,"2023-24, Missouri: Overall",All
NOV,531938,1812441,Michigan,0.2935,65+ years,"2023-24, Michigan: 65+ years",Adult
NOV,542353,8200096,New York City,0.0661,Overall,"2023-24, New York City: Overall",All
NOV,557018,2097638,Ohio,0.2655,65+ years,"2023-24, Ohio: 65+ years",Adult
NOV,573977,3380729,Oregon,0.1698,18+ years,"2023-24, Oregon: 18+ years",Adult
NOV,580407,2060818,New York (excluding New York City),0.2816,65+ years,"2023-24, New York (excluding New York City): 65+ years",Adult
NOV,601920,2220720,Pennsylvania (excluding Philadelphia County),0.271,65+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 65+ years",Adult
NOV,626049,2089234,Illinois,0.2997,65+ years,"2023-24, Illinois: 65+ years",Adult
NOV,627665,4220498,Oregon,0.1487,Overall,"2023-24, Oregon: Overall",All
NOV,677902,4574131,Wisconsin,0.1482,18+ years,"2023-24, Wisconsin: 18+ years",Adult
NOV,704507,4557684,Colorado,0.1546,18+ years,"2023-24, Colorado: 18+ years",Adult
NOV,721664,5801275.5,Wisconsin,0.1244,Overall,"2023-24, Wisconsin: Overall",All
NOV,752853,8294423,North Carolina,0.0908,18+ years,"2023-24, North Carolina: 18+ years",Adult
NOV,767000,4638094,Florida,0.1654,65+ years,"2023-24, Florida: 65+ years",Adult
NOV,770425,5776181,Colorado,0.1334,Overall,"2023-24, Colorado: Overall",All
NOV,792412,4356123,Minnesota,0.1819,18+ years,"2023-24, Minnesota: 18+ years",Adult
NOV,802546,10541669,North Carolina,0.0761,Overall,"2023-24, North Carolina: Overall",All
NOV,873665,5624147,Minnesota,0.1553,Overall,"2023-24, Minnesota: Overall",All
NOV,881707,29172250,Texas,0.0302,Overall,"2023-24, Texas: Overall",All
NOV,928072,7839742,Michigan,0.1184,18+ years,"2023-24, Michigan: 18+ years",Adult
NOV,954075,7220373,California,0.1321,50-64 years,"2023-24, California: 50-64 years",Adult
NOV,967268,9124576,Ohio,0.106,18+ years,"2023-24, Ohio: 18+ years",Adult
NOV,989211,8789112,New York (excluding New York City),0.1125,18+ years,"2023-24, New York (excluding New York City): 18+ years",Adult
NOV,992230,9912630.5,Michigan,0.1001,Overall,"2023-24, Michigan: Overall",All
NOV,999582,21925627,Texas,0.0456,18+ years,"2023-24, Texas: 18+ years",Adult
NOV,1002068,6027818,Washington,0.1662,18+ years,"2023-24, Washington: 18+ years",Adult
NOV,1020276,11627059,Ohio,0.0878,Overall,"2023-24, Ohio: Overall",All
NOV,1041515,11026194,New York (excluding New York City),0.0945,Overall,"2023-24, New York (excluding New York City): Overall",All
NOV,1041892,17380305,California,0.0599,18-49 years,"2023-24, California: 18-49 years",Adult
NOV,1051813,8922762,Pennsylvania (excluding Philadelphia County),0.1179,18+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 18+ years",Adult
NOV,1105360,7650371.5,Washington,0.1445,Overall,"2023-24, Washington: Overall",All
NOV,1114909,11148453,Pennsylvania (excluding Philadelphia County),0.1,Overall,"2023-24, Pennsylvania (excluding Philadelphia County): Overall",All
NOV,1175110,17482580,Florida,0.0672,18+ years,"2023-24, Florida: 18+ years",Adult
NOV,1201495,21623533,Florida,0.0556,Overall,"2023-24, Florida: Overall",All
NOV,1237683,9809562,Illinois,0.1262,18+ years,"2023-24, Illinois: 18+ years",Adult
NOV,1333433,12517504,Illinois,0.1065,Overall,"2023-24, Illinois: Overall",All
NOV,1689667,5976166,California,0.2827,65+ years,"2023-24, California: 65+ years",Adult
NOV,3685634,30576844,California,0.1205,18+ years,"2023-24, California: 18+ years",Adult
NOV,3977170,39144646,California,0.1016,Overall,"2023-24, California: Overall",All
OCT,,,Chicago,,13-17 years,"2023-24, Chicago: 13-17 years",Child
OCT,,,Chicago,,18+ years,"2023-24, Chicago: 18+ years",Adult
OCT,,,Chicago,,18-49 years,"2023-24, Chicago: 18-49 years",Adult
OCT,,,Chicago,,2-4 years,"2023-24, Chicago: 2-4 years",Child
OCT,,,Chicago,,5-8 years,"2023-24, Chicago: 5-8 years",Child
OCT,,,Chicago,,50-64 years,"2023-24, Chicago: 50-64 years",Adult
OCT,,,Chicago,,6 months to 17 years,"2023-24, Chicago: 6 months to 17 years",Child
OCT,,,Chicago,,6-23 months,"2023-24, Chicago: 6-23 months",Child
OCT,,,Chicago,,65+ years,"2023-24, Chicago: 65+ years",Adult
OCT,,,Chicago,,9-12 years,"2023-24, Chicago: 9-12 years",Child
OCT,,,Chicago,,Overall,"2023-24, Chicago: Overall",All
OCT,,,Houston,,13-17 years,"2023-24, Houston: 13-17 years",Child
OCT,,,Houston,,18+ years,"2023-24, Houston: 18+ years",Adult
OCT,,,Houston,,18-49 years,"2023-24, Houston: 18-49 years",Adult
OCT,,,Houston,,2-4 years,"2023-24, Houston: 2-4 years",Child
OCT,,,Houston,,5-8 years,"2023-24, Houston: 5-8 years",Child
OCT,,,Houston,,50-64 years,"2023-24, Houston: 50-64 years",Adult
OCT,,,Houston,,6 months to 17 years,"2023-24, Houston: 6 months to 17 years",Child
OCT,,,Houston,,6-23 months,"2023-24, Houston: 6-23 months",Child
OCT,,,Houston,,65+ years,"2023-24, Houston: 65+ years",Adult
OCT,,,Houston,,9-12 years,"2023-24, Houston: 9-12 years",Child
OCT,,,Houston,,Overall,"2023-24, Houston: Overall",All
OCT,,,Kansas,,13-17 years,"2023-24, Kansas: 13-17 years",Child
OCT,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years",Adult
OCT,,,Kansas,,18-49 years,"2023-24, Kansas: 18-49 years",Adult
OCT,,,Kansas,,2-4 years,"2023-24, Kansas: 2-4 years",Child
OCT,,,Kansas,,5-8 years,"2023-24, Kansas: 5-8 years",Child
OCT,,,Kansas,,50-64 years,"2023-24, Kansas: 50-64 years",Adult
OCT,,,Kansas,,6 months to 17 years,"2023-24, Kansas: 6 months to 17 years",Child
OCT,,,Kansas,,6-23 months,"2023-24, Kansas: 6-23 months",Child
OCT,,,Kansas,,65+ years,"2023-24, Kansas: 65+ years",Adult
OCT,,,Kansas,,9-12 years,"2023-24, Kansas: 9-12 years",Child
OCT,,,Kansas,,Overall,"2023-24, Kansas: Overall",All
OCT,,,Massachusetts,,13-17 years,"2023-24, Massachusetts: 13-17 years",Child
OCT,,,Massachusetts,,18+ years,"2023-24, Massachusetts: 18+ years",Adult
OCT,,,Massachusetts,,18-49 years,"2023-24, Massachusetts: 18-49 years",Adult
OCT,,,Massachusetts,,2-4 years,"2023-24, Massachusetts: 2-4 years",Child
OCT,,,Massachusetts,,5-8 years,"2023-24, Massachusetts: 5-8 years",Child
OCT,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years",Adult
OCT,,,Massachusetts,,6 months to 17 years,"2023-24, Massachusetts: 6 months to 17 years",Child
OCT,,,Massachusetts,,6-23 months,"2023-24, Massachusetts: 6-23 months",Child
OCT,,,Massachusetts,,65+ years,"2023-24, Massachusetts: 65+ years",Adult
OCT,,,Massachusetts,,9-12 years,"2023-24, Massachusetts: 9-12 years",Child
OCT,,,Massachusetts,,Overall,"2023-24, Massachusetts: Overall",All
OCT,,,Nebraska,,13-17 years,"2023-24, Nebraska: 13-17 years",Child
OCT,,,Nebraska,,18+ years,"2023-24, Nebraska: 18+ years",Adult
OCT,,,Nebraska,,18-49 years,"2023-24, Nebraska: 18-49 years",Adult
OCT,,,Nebraska,,2-4 years,"2023-24, Nebraska: 2-4 years",Child
OCT,,,Nebraska,,5-8 years,"2023-24, Nebraska: 5-8 years",Child
OCT,,,Nebraska,,50-64 years,"2023-24, Nebraska: 50-64 years",Adult
OCT,,,Nebraska,,6 months to 17 years,"2023-24, Nebraska: 6 months to 17 years",Child
OCT,,,Nebraska,,6-23 months,"2023-24, Nebraska: 6-23 months",Child
OCT,,,Nebraska,,65+ years,"2023-24, Nebraska: 65+ years",Adult
OCT,,,Nebraska,,9-12 years,"2023-24, Nebraska: 9-12 years",Child
OCT,,,Nebraska,,Overall,"2023-24, Nebraska: Overall",All
OCT,,,New Hampshire,,13-17 years,"2023-24, New Hampshire: 13-17 years",Child
OCT,,,New Hampshire,,18+ years,"2023-24, New Hampshire: 18+ years",Adult
OCT,,,New Hampshire,,18-49 years,"2023-24, New Hampshire: 18-49 years",Adult
OCT,,,New Hampshire,,2-4 years,"2023-24, New Hampshire: 2-4 years",Child
OCT,,,New Hampshire,,5-8 years,"2023-24, New Hampshire: 5-8 years",Child
OCT,,,New Hampshire,,50-64 years,"2023-24, New Hampshire: 50-64 years",Adult
OCT,,,New Hampshire,,6 months to 17 years,"2023-24, New Hampshire: 6 months to 17 years",Child
OCT,,,New Hampshire,,6-23 months,"2023-24, New Hampshire: 6-23 months",Child
OCT,,,New Hampshire,,65+ years,"2023-24, New Hampshire: 65+ years",Adult
OCT,,,New Hampshire,,9-12 years,"2023-24, New Hampshire: 9-12 years",Child
OCT,,,New Hampshire,,Overall,"2023-24, New Hampshire: Overall",All
OCT,,,Rhode Island,,13-17 years,"2023-24, Rhode Island: 13-17 years",Child
OCT,,,Rhode Island,,18+ years,"2023-24, Rhode Island: 18+ years",Adult
OCT,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years",Adult
OCT,,,Rhode Island,,2-4 years,"2023-24, Rhode Island: 2-4 years",Child
OCT,,,Rhode Island,,5-8 years,"2023-24, Rhode Island: 5-8 years",Child
OCT,,,Rhode Island,,50-64 years,"2023-24, Rhode Island: 50-64 years",Adult
OCT,,,Rhode Island,,6 months to 17 years,"2023-24, Rhode Island: 6 months to 17 years",Child
OCT,,,Rhode Island,,6-23 months,"2023-24, Rhode Island: 6-23 months",Child
OCT,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years",Adult
OCT,,,Rhode Island,,9-12 years,"2023-24, Rhode Island: 9-12 years",Child
OCT,,,Rhode Island,,Overall,"2023-24, Rhode Island: Overall",All
OCT,,,South Carolina,,13-17 years,"2023-24, South Carolina: 13-17 years",Child
OCT,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years",Adult
OCT,,,South Carolina,,18-49 years,"2023-24, South Carolina: 18-49 years",Adult
OCT,,,South Carolina,,2-4 years,"2023-24, South Carolina: 2-4 years",Child
OCT,,,South Carolina,,5-8 years,"2023-24, South Carolina: 5-8 years",Child
OCT,,,South Carolina,,50-64 years,"2023-24, South Carolina: 50-64 years",Adult
OCT,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years",Child
OCT,,,South Carolina,,6-23 months,"2023-24, South Carolina: 6-23 months",Child
OCT,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years",Adult
OCT,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years",Child
OCT,,,South Carolina,,Overall,"2023-24, South Carolina: Overall",All
OCT,,,Virginia,,13-17 years,"2023-24, Virginia: 13-17 years",Child
OCT,,,Virginia,,18+ years,"2023-24, Virginia: 18+ years",Adult
OCT,,,Virginia,,18-49 years,"2023-24, Virginia: 18-49 years",Adult
OCT,,,Virginia,,2-4 years,"2023-24, Virginia: 2-4 years",Child
OCT,,,Virginia,,5-8 years,"2023-24, Virginia: 5-8 years",Child
OCT,,,Virginia,,50-64 years,"2023-24, Virginia: 50-64 years",Adult
OCT,,,Virginia,,6 months to 17 years,"2023-24, Virginia: 6 months to 17 years",Child
OCT,,,Virginia,,6-23 months,"2023-24, Virginia: 6-23 months",Child
OCT,,,Virginia,,65+ years,"2023-24, Virginia: 65+ years",Adult
OCT,,,Virginia,,9-12 years,"2023-24, Virginia: 9-12 years",Child
OCT,,,Virginia,,Overall,"2023-24, Virginia: Overall",All
OCT,0,355.5,Republic of Palau,0,6-23 months,"2023-24, Republic of Palau: 6-23 months",Child
OCT,0,684,Republic of Palau,0,2-4 years,"2023-24, Republic of Palau: 2-4 years",Child
OCT,0,928,Republic of Palau,0,5-8 years,"2023-24, Republic of Palau: 5-8 years",Child
OCT,0,1099,Republic of Palau,0,9-12 years,"2023-24, Republic of Palau: 9-12 years",Child
OCT,0,1139.5,N. Mariana Islands,0,6-23 months,"2023-24, N. Mariana Islands: 6-23 months",Child
OCT,0,1258.5,American Samoa,0,6-23 months,"2023-24, American Samoa: 6-23 months",Child
OCT,0,1763,Republic of Palau,0,13-17 years,"2023-24, Republic of Palau: 13-17 years",Child
OCT,0,1992,Republic of Palau,0,65+ years,"2023-24, Republic of Palau: 65+ years",Adult
OCT,0,2226,N. Mariana Islands,0,2-4 years,"2023-24, N. Mariana Islands: 2-4 years",Child
OCT,0,2608,American Samoa,0,2-4 years,"2023-24, American Samoa: 2-4 years",Child
OCT,0,2844,Federated States of Micronesia,0,6-23 months,"2023-24, Federated States of Micronesia: 6-23 months",Child
OCT,0,3278,American Samoa,0,65+ years,"2023-24, American Samoa: 65+ years",Adult
OCT,0,3481,American Samoa,0,5-8 years,"2023-24, American Samoa: 5-8 years",Child
OCT,0,3546,American Samoa,0,9-12 years,"2023-24, American Samoa: 9-12 years",Child
OCT,0,3916,N. Mariana Islands,0,9-12 years,"2023-24, N. Mariana Islands: 9-12 years",Child
OCT,0,4023,Republic of Palau,0,50-64 years,"2023-24, Republic of Palau: 50-64 years",Adult
OCT,0,4712,Guam,0,6-23 months,"2023-24, Guam: 6-23 months",Child
OCT,0,4748,American Samoa,0,13-17 years,"2023-24, American Samoa: 13-17 years",Child
OCT,0,4812,Federated States of Micronesia,0,65+ years,"2023-24, Federated States of Micronesia: 65+ years",Adult
OCT,0,4829.5,Republic of Palau,0,6 months to 17 years,"2023-24, Republic of Palau: 6 months to 17 years",Child
OCT,0,5706,Federated States of Micronesia,0,2-4 years,"2023-24, Federated States of Micronesia: 2-4 years",Child
OCT,0,6226,U.S. Virgin Islands ,0,9-12 years,"2023-24, U.S. Virgin Islands : 9-12 years",Child
OCT,0,6338,U.S. Virgin Islands ,0,13-17 years,"2023-24, U.S. Virgin Islands : 13-17 years",Child
OCT,0,7639,American Samoa,0,50-64 years,"2023-24, American Samoa: 50-64 years",Adult
OCT,0,7700,Marshall Islands,0,50-64 years,"2023-24, Marshall Islands: 50-64 years",Adult
OCT,0,7726,Federated States of Micronesia,0,5-8 years,"2023-24, Federated States of Micronesia: 5-8 years",Child
OCT,0,7989,Federated States of Micronesia,0,9-12 years,"2023-24, Federated States of Micronesia: 9-12 years",Child
OCT,0,10382,Federated States of Micronesia,0,13-17 years,"2023-24, Federated States of Micronesia: 13-17 years",Child
OCT,0,10568,Republic of Palau,0,18-49 years,"2023-24, Republic of Palau: 18-49 years",Adult
OCT,0,11986,Guam,0,9-12 years,"2023-24, Guam: 9-12 years",Child
OCT,0,12246,Federated States of Micronesia,0,50-64 years,"2023-24, Federated States of Micronesia: 50-64 years",Adult
OCT,0,13771,Guam,0,13-17 years,"2023-24, Guam: 13-17 years",Child
OCT,0,15641.5,American Samoa,0,6 months to 17 years,"2023-24, American Samoa: 6 months to 17 years",Child
OCT,0,16583,Republic of Palau,0,18+ years,"2023-24, Republic of Palau: 18+ years",Adult
OCT,0,20418,American Samoa,0,18-49 years,"2023-24, American Samoa: 18-49 years",Adult
OCT,0,21412.5,Republic of Palau,0,Overall,"2023-24, Republic of Palau: Overall",All
OCT,0,31335,American Samoa,0,18+ years,"2023-24, American Samoa: 18+ years",Adult
OCT,0,34647,Federated States of Micronesia,0,6 months to 17 years,"2023-24, Federated States of Micronesia: 6 months to 17 years",Child
OCT,0,46976.5,American Samoa,0,Overall,"2023-24, American Samoa: Overall",All
OCT,0,49666,Federated States of Micronesia,0,18-49 years,"2023-24, Federated States of Micronesia: 18-49 years",Adult
OCT,0,66724,Federated States of Micronesia,0,18+ years,"2023-24, Federated States of Micronesia: 18+ years",Adult
OCT,0,101371,Federated States of Micronesia,0,Overall,"2023-24, Federated States of Micronesia: Overall",All
OCT,1,1951,U.S. Virgin Islands ,0.0005,6-23 months,"2023-24, U.S. Virgin Islands : 6-23 months",Child
OCT,1,2593,Marshall Islands,0.0004,6-23 months,"2023-24, Marshall Islands: 6-23 months",Child
OCT,1,3019,N. Mariana Islands,0.0003,5-8 years,"2023-24, N. Mariana Islands: 5-8 years",Child
OCT,1,3732,Marshall Islands,0.0003,65+ years,"2023-24, Marshall Islands: 65+ years",Adult
