Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,December Week 1,2024-12-07,0.0562,2.6997,4924,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07,0.5356,9.0932,353,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07,0.068,3.7283,353,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,2024-12-07,0.314,8.735,353,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,December Week 1,2024-12-07,0.0824,2.0505,3754,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.7741,22.7501,43,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0372,1.0288,2939,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2593,14.5404,85,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1171,3.6493,586,0
COVID,State,Illinois,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.066,2.2056,1202,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.1408,5.1676,684,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.3009,12.1001,96,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1142,8.6636,71,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4485,13.75,86,0
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0374,2.4741,409,0
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0566,3.7545,413,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1369,3.4909,1086,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1594,17.8534,43,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0234,0.6456,4924,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,,,25,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,376,1
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0349,1.5382,920,0
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0804,2.292,1658,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1156,5.2979,293,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0687,10.4073,48,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.734,10.9937,80,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,,,25,1
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.4188,13.4337,95,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.021,1.4081,533,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0667,1.0464,17105,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4797,13.9912,106,0
COVID,State,Florida,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0288,2.2388,454,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0551,1.27,5080,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3039,3.6323,1866,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,328,1
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2206,10.5695,91,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4989,5.1036,920,0
COVID,Region,Region 8,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2577,9.1564,220,0
COVID,State,Arkansas,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.02,2.0626,480,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1349,12.0636,35,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4755,5.5701,1086,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5283,7.6864,549,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.3654,12.299,167,0
COVID,State,Alabama,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0397,2.6761,750,0
COVID,State,Arkansas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4688,16.4103,64,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,October Week 4,2024-10-26,0.0344,1.12,2855,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.047,2.6647,1308,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2148,6.9814,318,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0804,2.292,1658,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0487,2.919,817,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0801,1.4866,9245,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,377,1
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1492,2.7165,1647,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4065,6.3936,785,0
COVID,Region,Region 9,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0749,2.7998,1958,0
COVID,State,Arkansas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3487,15.6213,64,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3225,12.6521,106,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.3832,15.9231,77,0
COVID,State,Alabama,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0671,7.172,81,0
COVID,State,Hawaii,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5326,16.2314,74,0
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0448,2.3963,585,0
COVID,State,Arkansas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.02,2.0626,480,0
COVID,State,Florida,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.4603,15.4949,69,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2117,14.7864,43,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1736,18.2591,45,0
COVID,Region,Region 7,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1693,7.5944,212,0
COVID,State,Nebraska,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0246,2.0929,253,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5114,17.4952,56,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,253,1
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,,,29,1
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0713,4.1902,653,0
COVID,National,National,Race and Ethnicity,Hispanic,Up-to-date,Yes,October Week 4,2024-10-26,0.0467,1.1281,7759,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1634,12.8974,72,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.6173,25.4875,31,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2651,4.3884,920,0
COVID,State,Maine,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0717,4.0886,569,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2208,16.9643,48,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.1359,8.6699,376,0
COVID,State,Georgia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2329,22.7904,45,0
COVID,Region,Region 5,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5801,7.8527,365,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,,,25,1
COVID,State,Delaware,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.047,2.4332,527,0
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,448,1
COVID,State,Connecticut,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5249,23.5523,41,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.4324,6.5546,785,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2373,7.3341,318,0
COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0073,0.7005,522,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0446,6.4399,404,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.628,19.3466,52,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0319,1.2261,1082,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2385,10.6047,167,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,,,25,1
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.095,8.5375,68,0
COVID,State,District of Columbia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.1737,11.23,86,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,,,18,1
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0566,3.7545,413,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.5128,40.6862,44,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3508,7.4848,549,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1469,9.0258,95,0
COVID,National,National,Age,6-23 months,Up-to-date,Yes,October Week 4,2024-10-26,0.014,0.8308,3533,0
COVID,State,Colorado,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0755,4.3819,598,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1039,6.0821,101,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0403,1.9255,937,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3159,5.2415,586,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1071,4.1282,365,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3034,13.6696,77,0
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,October Week 4,2024-10-26,0.0251,0.7168,5528,0
COVID,State,Kansas,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0293,2.1606,684,0
COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0752,6.9127,71,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3024,13.24,85,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3519,8.8248,400,0
COVID,Region,Region 9,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.3636,11.2534,234,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0543,2.214,877,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.255,5.8434,711,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1634,14.3358,72,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0307,0.868,4256,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0342,0.8386,5035,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1711,10.2629,69,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1342,2.0216,3240,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.1488,14.0517,44,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0487,2.919,817,0
COVID,State,Illinois,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3243,11.9789,120,0
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0456,2.584,422,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2735,12.9843,80,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.3894,20.3271,50,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1168,8.0937,69,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.051,3.1861,527,0
COVID,State,Florida,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0874,7.5685,69,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.6946,21.0272,48,0
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0247,1.7889,416,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4445,9.1374,365,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1209,4.777,300,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.5328,5.8724,586,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0393,1.7313,742,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.1828,14.2354,52,0
COVID,State,District of Columbia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2984,13.6764,86,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0701,7.5928,62,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1288,13.4616,42,0
COVID,State,Kansas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.0607,5.7787,113,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0621,2.246,793,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0663,1.0631,11433,0
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.1059,6.1337,707,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0383,1.7711,491,0
COVID,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,October Week 4,2024-10-26,0.0656,1.123,8850,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.2417,12.8213,77,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1765,10.0148,86,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4325,20.777,48,0
COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,,,298,1
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.3194,11.6056,111,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0467,1.1281,7759,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.394,12.9396,95,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0374,2.4741,409,0
COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0446,6.4399,404,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0543,2.214,877,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.6511,7.6664,489,0
COVID,State,Kentucky,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0295,2.4117,448,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,,,25,1
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.7825,20.0984,45,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,0.1143,3.9262,785,0
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0307,0.868,4256,0
COVID,National,National,Age,6 months-4 years,Up-to-date,Yes,October Week 4,2024-10-26,0.0191,0.6028,10533,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,October Week 4,2024-10-26,0.0667,1.0464,17105,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,October Week 4,2024-10-26,0.0895,1.2954,15844,0
COVID,State,Illinois,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26,0.4949,12.92,120,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2024-10-26,0.0319,1.2261,1082,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.2736,11.1424,96,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26,,,16,1
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.4128,20.9571,58,0
COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,,,22,1
COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,,,29,1
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2024-10-26,0.161,13.5194,48,0
COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.0494,3.7386,295,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02,0.0886,5.6123,128,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2024-11-02,0.0462,3.0546,445,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02,0.476,9.0032,457,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2024-11-02,,,18,1
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02,0.5715,32.1033,30,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2024-11-02,0.2703,12.4306,83,0
COVID,State,District of Columbia,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.2456,4.441,924,0
COVID,State,Delaware,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2024-11-02,0.4382,21.612,44,0
COVID,State,Illinois,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02,0.1572,9.3536,106,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2024-11-02,,,328,1
COVID,State,Florida,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02,0.0657,6.8079,66,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02,0.3953,12.0095,80,0
COVID,Region,Region 6,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02,0.13,4.5211,429,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02,0.1875,12.0477,74,0
COVID,State,Maine,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02,0.3197,16.0562,48,0
COVID,State,Arkansas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02,0.5517,18.2834,48,0
COVID,State,Arizona,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.0426,3.9705,290,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2024-11-02,0.073,3.7982,404,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.0618,2.1972,817,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.0715,2.7762,673,0
COVID,National,National,Age,5-17 years,Up-to-date,Yes,November Week 1,2024-11-02,0.0882,0.7439,20678,0
